Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,0.03,0,0.01,0.04,,,,,"Targem Games, TopWare Interactive",
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,T
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,60,33,6.1,7,G.Rev,
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0,0,0.04,0,0.04,,,,,,T
True Love Story 3,PS2,2001,Simulation,Enterbrain,0,0,0.04,0,0.04,,,,,,
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0,0,0,0.04,,,,,,
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0,0,0.04,0,0.04,,,,,,
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0,0,0.04,,,,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0,0,0.04,,,4.3,16,PlatinumGames,
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,tbd,,Lab Rats Games,T
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,9,8.8,115,1C: Maddox Games,E
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04,76,5,tbd,,Ubisoft,T
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,,,,,,E
Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04,,,tbd,,Art,
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7,Opus,E
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04,78,23,8.2,38,Pyro Studios,M
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0,0,0,0.04,,,,,,T
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,,,8.4,29,Telltale Games,
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",M
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,E
SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,tbd,,Acclaim,
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,T
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,43,4,8.3,4,Hellbent Games,
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,E
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04,,,8.8,8,ArenaNet,
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,T
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6,Hypnotix,E10+
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,M
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,6.3,4,Dimps Corporation,
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,,,T
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04,,,,,,
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,,,,,,
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04,,,,,,T
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,
The History Channel: Great Battles - Medieval,PS3,N/A,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,,,,,,T
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,43,4,tbd,,Artefacts Studio,
Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,,,,,,E
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,0.04,0,0.04,,,,,,
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.04,,,tbd,,Atomic Planet Entertainment,
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0,0.04,,,tbd,,Crave,E10+
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,0.04,66,26,7.4,38,Fusionsphere Systems,T
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,,,tbd,,Opera House,T
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,68,9,tbd,,Torus Games,E
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4,EA Tiburon,E
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04,,,tbd,,Foreign Media,E
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,,,,,,E
Scaler,XB,2004,Platform,Global Star,0.03,0.01,0,0,0.04,69,25,tbd,,Artificial Mind and Movement,
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,E
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,Legacy Interactive,
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,,,,,,T
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,0.04,,,,,,
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04,68,9,,,Sonic Team,T
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,59,6,6.2,5,DC Studios,
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,E
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,61,22,8.6,9,Eighting/Raizing,
Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.04,0,0,0.04,58,7,3.8,5,Gaslamp Games,T
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,RP
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,tbd,,Microids,E10+
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,868,"Capcom, QLOC",E
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,,,,,,M
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,30,7.3,23,Vicious Cycle,
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,76,14,tbd,,Midway,M
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04,37,19,tbd,,Conspiracy Entertainment,E
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04,,,,,,M
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,,,,,,
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,,,0.2,5,Data Design Interactive,
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,,,,,,E
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04,,,,,,
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,,,,,,
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,218,"Eutechnyx, Deep Silver",
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,5.9,163,EA Games,M
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,5,8.1,7,Black Ship Games,E10+
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04,,,tbd,,Ubisoft,T
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,T
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,46,4,5.8,10,Ubisoft Osaka,
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,45,7,5.6,37,"Prope, Kadokawa",E
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,5.7,15,Visual Concepts,E10+
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,,,,,,E
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04,51,9,tbd,,Smart Bomb Interactive,
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,,,,,,E
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04,,,,,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,14,7.1,13,Krome Studios,
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,tbd,,Paprikari,T
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,E
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04,,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,,,,,,
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,8.2,77,Maxis,
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,T
B.L.U.E.: Legend of Water,PS,N/A,Adventure,N/A,0,0,0.04,0,0.04,,,,,,E
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04,,,,,,
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,,,6.3,4,Neko Entertainment,
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35,Traveller's Tales,E
Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,,,,,,E10+
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,7.7,40,Maxis,
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,37,5,6.3,4,"Pipeworks Software, Inc.",T
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0,0,0,0.04,,,,,,M
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0,0.04,,,,,,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7,Snap Dragon Games,
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.04,,,,,,E10+
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,0.04,,,,,,
Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0,0.04,,,tbd,,7Raven Studios,
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,,,,,,E
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04,,,,,,
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12,Wicked Witch Software,
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0,0,0,0.04,,,tbd,,Cyanide,E
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,,E10+
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,72,34,6.5,57,Cyanide,
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,75,20,7.7,40,Ascaron Entertainment GmbH,T
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,41,21,4,10,Starsphere Interactive,T
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,70,42,7.2,204,Relic,E
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,,,,,,M
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04,,,tbd,,"Alawar Entertainment, Inc, Alawar Entertainment",
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04,75,15,8.4,19,Arc System Works,E
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0,0,0,0.04,47,4,tbd,,Black Lantern Studios,T
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,59,9,5.5,4,3DO,E
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,T
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,,,,,,
Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.04,0,0,0.04,78,57,8,569,Paradox Development Studio,
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04,61,7,tbd,,Magic Pockets,
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,353,Capcom,T
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,M
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,61,20,tbd,,Capcom,
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0,0.04,,,,,,T
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0,0,0.04,,,tbd,,Infinity Ward,
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04,,,,,,M
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04,68,14,tbd,,Coresoft,
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04,65,15,5.7,7,Blue Tongue Entertainment,T
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04,,,,,,E10+
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,,,tbd,,Sabarasa Entertainment,
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04,,,,,,T
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,0.04,,,,,,
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04,,,tbd,,PopCap,
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,41,7.9,349,Nival Interactive,E
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04,,,,,,T
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,,,,,,
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,,,,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,0.04,,,,,,
Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,0.04,,,,,,
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,78,22,7.2,21,Kojima Productions,
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,M
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,66,19,5.8,9,Terminal Reality,
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,,,,T
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0,0,0.04,84,25,8.7,119,Ensemble Studios,
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04,,,tbd,,Zoo Games,T
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,E10+
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,72,26,8.3,19,5pb,
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,,,tbd,,Atomic Planet Entertainment,T
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E
Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0,0.04,,,,,,E
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04,66,17,6.9,7,PopTop Software,
GRID,PC,N/A,Racing,Codemasters,0,0.03,0,0.01,0.04,87,25,7.9,463,Codemasters,T
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.03,0,0.01,0.04,,,tbd,,"Torus Games, Little Orbit",E
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,,,E
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04,70,12,tbd,,Rainbow Studios,
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,,,tbd,,"Pipeworks Software, Inc.",T
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,7.8,16,FuRyu,M
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,29,Engine Software,T
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,0.04,,,,,,T
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,36,8.6,235,Relic,
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04,,,,,,M
Black & White,PC,2001,Strategy,Electronic Arts,0,0.04,0,0,0.04,,,,,,
NHL Hitz Pro,GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04,81,15,7.8,5,Next Level Games,
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,E
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,,,,,,
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,0.04,0,0.04,,,,,,
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0,0,0.04,,,,,,
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0,0,0.04,,,,,,
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0,0,0.04,,,,,,
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0,0,0.04,,,,,,
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,0.04,,,,,,
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,47,5,5.7,6,Mistic Software,
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,0.04,,,,,,E
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04,,,,,,
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,,,3.8,8,Monkey Bar Games,
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,0.04,,,,,,E
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04,69,27,9.2,6,Team 17,
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,,,,,,T
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,89,30,9,274,Big Huge Games,
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04,,,tbd,,Ludia Inc.,T
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,,,,,,E
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,4.9,35,Best Way,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04,,,,,,T
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,69,28,8.4,73,Pyro Studios,
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04,,,,,,T
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,,,,,,
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,31,5,5,8,Empire Interactive,
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,,,,,,E
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.04,,,,,,
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,,,,,,
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,44,8,tbd,,Virtucraft,
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04,,,,,,E
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0,0,0,0.04,,,,,,
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,53,29,8.5,13,Omega Force,
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,67,22,6.1,9,SNK Playmore,T
Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,0.04,,,,,,T
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,
